media_name,title,content,publish_date
Hainanzhou,马建宏赴共和、兴海县调研指导县乡人大换届选举和“十化”党建工作,"近日，州人大常委会党组书记、主任马建宏先后深入共和、兴海县调研指导县乡人大换届选举和“十化”党建工作。

期间，马建宏听取了共和县、兴海县人大常委会关于县乡两级人大换届选举前期准备工作的汇报，与县乡人大干部座谈交流，听取意见建议。他强调，县乡两级人大要提高政治站位，进一步增强做好县乡人大换届选举工作的责任感和使命感，严格落实宪法和法律规定，确保换届选举各个环节、各项工作依法依规平稳有序推进。一要把坚持和加强党的全面领导贯穿县乡两级人大换届选举各方面、全过程，换届选举工作中的重要事项要及时向同级党委请示报告；二要全面启动县乡人大换届各项工作，成立县乡选举委员会、制定工作方案和工作流程，严谨细致做好各项基础工作；三要加强换届选举宣传工作，严明“十严禁”换届纪律，营造风清气正的舆论氛围和社会环境。









在兴海县唐乃亥乡上鹿圈村、下鹿圈村、加吾沟村、上村，马建宏与部分村“两委”成员、群众代表及“两代表一委员”进行座谈，听取各村“十化”党建推进情况、困难问题与群众急难愁盼。他要求，一要突出群众主体地位，坚持依靠群众、发动群众、服务群众，推动各专项工作组从“组建好”向“运行好”转变；",
Hainanzhou,亚成体雪豹现身青海湖,"4月22日11时，青海湖景区保护利用管理局共和管理分局泉湾保护站通过布设红外相机，成功拍摄到国家一级重点保护野生动物——雪豹活动轨迹，画面中的雪豹为亚成体，其体型纤小、皮毛斑纹鲜亮规整，生长发育状况良好。









此次记录进一步精准划定了雪豹常态化活动区域，印证该区域内雪豹栖息稳定性。亚成体雪豹的出现，反映辖区内栖息环境优良、生态廊道连通性强、猎物资源充足，具备支撑雪豹种群繁育、幼体成长的完整生态条件，是青海湖流域生态系统健康稳定的直接体现。









自青海湖国家公园示范区创建以来，共和管理分局聚焦旗舰物种保护，推行“网格化+清单化+责任化”管护模式，构建“固定红外相机+常态化机动巡护+专项物种调查”三位一体监测体系，物种保护监测质效持续提升。下一步，共和管理分局将以此次监测成果为契机，深化旗舰物种种群结构、活动轨迹分析研判，不断完善物种栖息地数据库，筑牢青海湖生态安全屏障，高质量推进青海湖国家公园示范区创建，全方位守护高原生物多样性永续发展。









来源|青海湖景区管理局 共和管理分局

编辑|高岳

监制|李洪斌







",
Haiwainet,“为筑牢生态安全屏障出力”（劳动者之歌）,"弥宏卓利用罗盘仪开展实地调查。

受访者供图

紧盯林草遥感影像与“三北”工程核查图斑，同时对照台账资料，内蒙古自治区林业和草原监测规划院生态工程监测室主任弥宏卓，正忙着核对地块坐标、监测数据。

42岁的弥宏卓常年忙于案头与野外，实地核查苗木成活情况、测算植被覆盖实况，手把手指导基层人员规范作业，以严谨专业作风守住生态工程质量底线。“森林资源调查，重在摸清家底。树种、树龄、林地起源等基础信息，必须依靠实地踏查才能精准登记。”弥宏卓说。

弥宏卓曾带队赴大青山国家级自然保护区开展外业调查。保护区山势险峻、道路崎岖，再加上阴雨天气影响，路面泥泞湿滑，导致车辆无法通行，大家只好手提肩扛设备，徒步前行。

弥宏卓边走边给大家鼓劲打气：“我们是给森林摸家底的人，每一组数据、每一块样地、每一次测量，都容不得半点马虎与懈怠，大家务必坚持到底！”

众人顶风冒雨，徒步8小时才抵达目标样地。“那会儿已经是凌晨了，大家顾不上休整，连续奋战3个多小时，完成了测量记录、信息采集等全部工作。”弥宏卓回忆。正是这份对工作负责、对数据严谨的态度，让她经手的每一组监测数据都精准过硬。

2025年，弥宏卓主动申请到",
Haiwainet,拾光纪·习近平的劳动情怀,"



“人世间的一切幸福都需要靠辛勤的劳动来创造。”从劳动人民中走来的习近平总书记，始终和劳动者在一起，永远做劳动人民的一员。

责编：秦雅楠、张霓、高望",
Haiwainet,“五一”假期第一天 交通出行迎来客流高峰,"央视网消息（新闻联播）：5月1日是“五一”假期第一天，全国交通出行迎来高峰。交通运输部预计，5月1日全社会跨区域人员流动量超3.4亿人次，同比增长3.4%。

铁路客流量及高速公路车流量均将创出新高。全国铁路预计发送旅客2480万人次，计划加开旅客列车2070列，武汉、南昌、上海等地夜间高铁陆续开行。

5月1日零时起，七座及七座以下小型客车免费通行收费公路。全国高速车流量将达7000万辆次，江苏、湖北、湖南、安徽等省份高速公路主干线车流量集中，区域中心城市及景区周边道路短时拥堵。

交通运输部针对易发生拥堵路段，实行“一段一策”疏堵保畅方案，确保热门景区及周边道路车流顺畅。

5月1日，全国水路预计发送旅客173万人次，同比增长4.9%。

责编：秦雅楠、张霓",
Haiwainet,经纬度：一杯咖啡里的产业与消费“新叙事”,"2026上海咖啡国际文化节现场。

4月30日上午，以“在上海，品世界”为主题的2026上海国际咖啡文化节启幕。北外滩2.3公里滨江水岸线汇集近300个品牌展位，以一杯咖啡串联全球风味、激活消费活力、传递城市温度，推动“咖啡+文商旅体展”融合发展，点燃“五一”假日热潮。



开幕式上发布的《2026中国城市咖啡发展报告》显示，2025年中国咖啡产业规模达3549亿元，同比增长13.3%；上海咖啡门店达到10336家，正式跨越了万店门槛。

咖啡门店数量突破万家，再次巩固了上海作为“全球咖啡门店数量最多城市”的地位。一万多家咖啡店之于上海的常住人口，相当于每两千多人就拥有一家咖啡门店，这也凸显了“喝咖啡”这件事对于上海市民日常生活的重要性。

与此同时，咖啡馆密度继续提高的同时，上海咖啡文化的内在功能其实也在发生变化。过去，咖啡之于上海往往被视为“精致”“时尚”的个人化符号；但在今天，这种咖啡文化正在超越审美属性，成为连接全球与本地、东部与西部、传统消费与新兴体验经济的枢纽和桥梁。

咖啡，早已不只是一种咖香浓郁的饮品，更是一扇洞察城市文化特质和消费升级趋势的窗口。

一方面，咖啡已成",
Haiwainet,时政新闻眼丨如何进一步打牢科技强国建设根基？习近平作出战略部署,"4月30日上午，一场以“加强基础研究”为主题的座谈会在上海举行。习近平总书记出席并发表重要讲话。他强调，要以更大力度、更实举措加强基础研究，提升原始创新能力，进一步打牢科技强国建设根基。

“十五五”开局起步，从北京国家信创园考察，到此次沪上座谈，总书记对加快提高我国科技创新能力始终格外关注。“切实把基础研究工作摆上重要日程”，总书记作出哪些战略部署？《时政新闻眼》为你解读。





△视频：习近平出席加强基础研究座谈会并发表重要讲话



01

一场座谈会，聚焦“源头”“总机关”

季春时节，申城万物竞发，生机盎然。

一年前，也是在4月30日，习近平总书记在上海主持召开了部分省区市“十五五”时期经济社会发展座谈会。

时隔一年，“十五五”已开局起步。总书记再赴上海，聚焦如何加强基础研究。

△上海外滩。（总台央视记者范凯拍摄）

对于基础研究，总书记思虑已久：“我国面临的很多‘卡脖子’技术问题，根子是基础理论研究跟不上，源头和底层的东西没有搞清楚。”

党的十八大以来，党中央高度重视基础研究，通过优化科研布局、加大投入保障、创新体制机制等，推动我国基础研究水平显著提升。

党的",
Hangzhou,2025年第二期市政协委员开展情怀教育提升履职能力培训班圆满结束,"8月24日至30日，为落实常态化开展政协委员情怀教育，提升政协委员履职能力，2025年第二期培训班在西安交通大学举办，市政协常委、界别组召集人、委员共70名同志参加培训。市政协党组副书记、副主席许明出席培训班开班式，并与学员们开展了情怀教育研讨座谈，对市政协情怀教育取得的成效给予充分肯定，对情怀教育下一步工作提出了要求。临时党支部负责各项培训活动，研究处理培训制度和纪律方面的情况，发挥好统筹协调作用。

培训班坚持政治学习主基调，以厚植政协委员的政治情怀、爱国情怀、为民情怀、委员情怀、政协情怀为关键，以提升履职本领为重点，通过专题讲座、研讨交流、现场教学、撰写论文和学习成果交流等方式，重点围绕习近平总书记关于加强和改进人民政协工作的重要思想、习近平总书记关于做好新时代党的统一战线工作的重要思想、习近平文化思想等内容开展培训学习。通过《党中央延安十三年与党性淬炼》等专题讲座，参观八路军西安办事处纪念馆、长乐塬抗战工业遗址和西安电影制片厂，唱响音乐党课，缅怀革命先烈，弘扬“延安精神”；通过聆听“百家讲坛”，开展《历史遗产保护利用的典范—大明宫国家遗址公园》等现场教学课，走进隋唐长安历史，探",
Hangzhou,立夏将至心火易旺 中药师教你晚睡早起、养心护脾,"立夏将至心火易旺 中药师教你晚睡早起、养心护脾

乌米饭

立夏将至，气温攀升、阳气渐盛，人体易出现心火旺盛、烦躁乏力等不适。今年5月5日迎来立夏节气，作为夏季首个节气，此后日照增多、雷雨频发，人体新陈代谢加快，养生方式需及时调整。

广州医科大学附属第二医院主管中药师詹慧瑜30日支招，市民可从起居、情志、运动、饮食四方面顺应时节，遵循晚睡早起节律、践行增酸减苦原则，养心护脾安然入夏。

立夏素有吃立夏蛋、称人、尝三鲜等传统民俗。在中医看来，立夏过后正式步入“心火渐旺”时段，养生核心重在养护心脏，同时兼顾脾胃调理，为整个夏季健康打下基础。

起居养生方面，专家建议顺应夏季昼长夜短的特点，“立夏后日照时间变长，晚上我们可以稍微晚一点睡，但不超过23时，早上早点起床以顺应阳气的充盈。”詹慧瑜称，随着气温升高，日常使用空调建议设置26摄氏度以上，避免出风口直吹颈部、腰背及腹部，减少寒湿侵入；早晚温差较大时多开窗通风，保持室内空气流通，兼顾防暑与保暖。

情志调养是立夏养生的关键。詹慧瑜表示，中医讲究“夏气与心气相通”，夏季心火旺盛，容易心烦急躁、情绪波动。市民应保持心态平和、静心养神，戒躁忌",
Hangzhou,"灵活就业人员参加养老保险的条件,如何办理? -今日生活-杭州网","灵活就业人员参加养老保险的条件,如何办理? 2021-07-21 16:40:26 杭州网 离职了个人能不能参保?灵活就业人员参加杭州职工基本养老保险有什么条件?如何办理参保登记? 申请条件 一、劳动年龄段内未在用人单位就业的统筹地户籍城乡灵活就业人员。 二、统筹地无雇工的劳动年龄段内个体工商户。 三、劳动年龄段内,在统筹地实际缴费满10年,与用人单位终止或解除劳动合同的非统筹地户籍人员。 四、统筹地法规政策规定可以参保的劳动年龄段内其他人员。 1、持有效期内《杭州市客运出租汽车驾驶员服务资格证》的非杭州户籍出租车驾驶员。 2、持人力社保部门核发《网上创业就业认定证明》的网上创业就业人员。 注:杭州分四个统筹地,即杭州市区、桐庐、建德、淳安。 办理途径 灵活就业人员可通过以下途径办理养老保险参保手续: 线下: 1.可前往各社保经办机构窗口办理。 2.可前往杭州银行、工商银行、杭州联合银行开通“社银合作”的银行网点办理。 线上: 1. 可通过浙江政务服务网或浙里办APP“个体劳动者(灵活就业人员)参保登记”事项在线办理。 2. 可通过杭州“社保易窗”在线办理。 扫描以下二维码进入“杭州社",
Hangzhou,微视频｜接续奋斗显身手,"微视频｜接续奋斗显身手

历史长河波澜壮阔，一代又一代人接续奋斗创造了今天的中国。

习近平总书记强调：“时代不同，使命任务发生变化，但艰苦奋斗、团结奋斗、不懈奋斗的精神永远不会变。”

在以习近平同志为核心的党中央坚强领导下，各行各业劳动者正以干事创业的热情、拼搏向上的精神，在推进中国式现代化的伟大实践中大显身手、勇立新功。

统筹：杨咏、汪奇文

编导：房宽

记者：覃广华、梁舜、姜兆臣、杨金鑫、金剑、刘宇轩

摄制：朱江、刘冰

摄像：王硕、王自明、罗杰

新华社音视频部制作",
Hangzhou,杭州二手房价最新涨跌榜出炉,"杭州二手房价最新涨跌榜出炉

3月的杭州二手房市场，成交量回升至9000套以上，“小阳春”暖意明显，但价格博弈仍在继续。记者统计涨跌榜发现，在有环比数据可比的活跃楼盘中，降价盘数量仍略高于涨价盘，证明市场整体尚未走出调整区间，不过降价幅度已有所收窄。

“老破小”迎交易高峰

部分小区价格出现筑底迹象

每年楼市“小阳春”，也是市中心“老破小”的交易高峰期。凭借低总价和高出租回报率，这类房源除了吸引年轻人，还引来不少投资客的关注。但也有购房者发出疑问：总价已跌至100万元出头的“老破小”，价格到底了吗？

记者统计了涨跌榜中具有代表性的老小区涨跌情况：在66个有环比数据的老小区中，涨价与降价的小区各有33个，涨跌数量恰好持平。总体来看，老小区的价格确实已出现筑底迹象。不过，不同区域的老小区表现不尽相同。例如，拱墅区的老小区3月环比涨价的数量略高于降价，而上城区老小区降价的数量则远高于涨价。这意味着“跌到底”只是一部分老小区的表现，板块之间、甚至同一小区内不同房源之间，依然存在分化。

具体到小区，3月德胜新村成交均价环比上涨9.67%，朝晖七区环比上涨6.36%，和睦新村环比上涨5.4",
Hbtv,湖北长江云新媒体集团 关于人员招聘结果的公示_长江云,"按照《湖北长江云新媒体集团有限公司2025年度招聘工作实施方案》，经过初面、考试等工作流程，拟录用人员名单如下：

张功爵 视听制作（AIGC方向）

上述结果在湖北网络广播电视台官网、湖北广电传媒大厦5楼办公区域内进行公示，公示期为5个工作日（2025年12月31日至2026年1月7日）。公示期间，若对上述同志的拟录用结果有异议者，可将意见材料投递于邮箱hr@cjyun.org，意见材料提倡实名。





湖北长江云新媒体集团有限公司

2025年12月30日

责任编辑 李雪婷",
Hcwang,追光的你｜ 我们的根扎在劳动人民之中,"编者按：党的十八大以来，习近平总书记发表的一系列重要讲话和重要文章，风格鲜明、思想深邃、内涵深刻，用历史映照现实、远观未来，闪耀着马克思主义的真理光芒。这些重要讲话和文章中充满魅力的语言，是习近平总书记执政理念的真实写照，也是他人格魅力的生动体现。央视网《天天学习》栏目推出“习语品读”系列，以“新闻漫画+文字品读”的形式，带您从不同维度感悟习近平总书记的语言魅力。

“我们的根扎在劳动人民之中。在我们社会主义国家，一切劳动，无论是体力劳动还是脑力劳动，都值得尊重和鼓励；一切创造，无论是个人创造还是集体创造，也都值得尊重和鼓励。”



2015年，在庆祝“五一”国际劳动节暨表彰全国劳动模范和先进工作者大会上，习近平总书记深情致敬广大劳动者。这番话，阐明了我们党的根本立场，也彰显了“尊重劳动、尊重创造”这一根本遵循。

中华民族是勤于劳动、善于创造的民族。

回望我党百年征程，从井冈山的挑粮小道，到延安的大生产运动；从淮海战役的支前小车，到大庆油田的创业会战……历史反复证明：只有扎根劳动人民，才能激发出最磅礴的创造伟力，战胜前进道路上的一切艰难险阻。

从劳动人民中走出来的习近平，一直以",
Hcwang,【讲习所·中国与世界】习近平：加强基础研究 打牢科技强国建设根基-国际在线,"【讲习所·中国与世界】习近平：加强基础研究 打牢科技强国建设根基

2026-05-01 15:18:13 来源：中央广电总台国际在线 编辑：宫梦薇

【本期导读】

4月30日，中共中央总书记、国家主席习近平在上海出席加强基础研究座谈会并发表重要讲话。习近平强调，基础研究是整个科学体系的源头，是所有技术问题的总机关。要以更大力度、更实举措加强基础研究，提升我国原始创新能力，进一步打牢科技强国建设根基。

“地基打得牢，科技事业大厦才能建得高。”近年来，中国基础研究实现历史性跨越。从首次观测到量子反常霍尔效应，到钍基熔盐实验堆实现燃料转换；从稳态强磁场刷新世界纪录，到“人造太阳”实现亿度千秒高温……不断突破的“硬核”成果，为科技强国之路提供了坚实的底气。

国际社会认为，中国长期重视科学发展，强调基础研究作为中国创新支柱的重要性。如今，中国已跻身全球学术前沿，不仅彰显了强大的科研实力，也展现出引领世界创新与技术发展的战略远见。

监制：范建平、戴爽、金近

策划：张倩楠

文案：任丽君

视觉：曹懿心

编辑：常凯特、宫梦薇、胡晓薇

校对：吕冬、位树理",
Heze,定陶非洲菊俏销全国——中国菏泽网,"作者: 李若生 来源: 菏泽日报 发表时间： 2026-05-01 08:49





4月27日，定陶区百盛万福现代农业产业园，工人正在整理鲜切非洲菊。近年来，定陶区依托现代农业产业园，大力发展鲜切花产业，引进先进种植及冷藏保鲜技术，推动非洲菊、玫瑰等鲜切花产品畅销全国市场。目前，该基地年产非洲菊鲜切花2000多万枝，已成为全市规模最大的非洲菊种植基地，市场销售前景广阔。

记者 李若生 摄",
Heze,中医药“出海”按下“加速键”——中国菏泽网,"



4月23日，鲁西新区山东步长制药股份有限公司生产车间，员工正在稳心颗粒生产线上作业。近年来，该公司抢抓国家中医药“出海”政策机遇，国际化战略取得实质性进展，稳心颗粒、脑心通胶囊、宣肺败毒颗粒等产品接连在海外取得注册证书。目前，该公司产品已覆盖美国、加拿大、马来西亚等数十个国家和地区，并积极开拓澳大利亚、巴西、阿联酋等新市场。

记者 马源劭 摄",
Heze,芍药鲜切花绽放“美丽经济”——中国菏泽网,"



4月29日，牡丹区山东盛世芍花智慧农业有限公司恒温车间，工人正熟练地对芍药鲜切花进行打包。据了解，该企业建设有1200亩现代化种植基地和3万余立方米的鲜切花保鲜库，汇聚800余个芍药品种，今年的销量十分可观，预计可产销1000万枝优质芍药鲜切花。

记者 黄啟峰 摄",
Heze,藤上挂“金” 花间生“银”——中国菏泽网,"4月25日，记者走进郓城县黄集镇曹西村精品葡萄采摘园，只见标准化塑料大棚整齐排列，棚内早熟葡萄翠绿饱满，挂满枝头。作为当地知名的葡萄种植专业村，曹西村坚定不移走精品化、差异化发展之路，通过错峰种植拉长果品供应周期，有效规避市场风险。

“我种了50多亩葡萄、35个大棚，涵盖巨峰、金手指等9个优质品种，大棚葡萄6月中旬就能上市，露地葡萄紧随其后。”种植大户曹新华笑着介绍，大棚葡萄亩产可达2000公斤，批发价每公斤4元左右，一亩地毛收入超3万元，管护难度小，收益十分可观。

小小的葡萄不仅成为种植户的“致富果”，更解决了周边村民就近就业难题。“在葡萄园干活一天能挣50块钱，工作轻松，还不耽误照顾家里，日子越过越舒心。”正在棚内打理葡萄藤的村民孙晓霞说。

如今，曹西村葡萄种植面积突破700亩，种植户达80余户，“曹洼葡萄”凭借优良品质，成功直供郓城县本地商超及精品水果店，成为助力村集体经济增收、村民致富的主导产业。

土地活则产业兴。在程屯镇，土地流转成为撬动特色农业发展的“金钥匙”。高楼村西瓜种植基地里，村民们正忙着给瓜秧吊秧、管护，一派繁忙劳作景象。“土地流转给基地后，不仅有稳定租金收",
Heze,泽连斯基：将打击俄军120至150公里纵深军事和后勤目标——中国菏泽网,"新华社基辅4月29日电（记者李东旭）乌克兰总统泽连斯基29日晚在社交媒体发文称，他已指示乌国防部把打击俄军120公里至150公里纵深的军事和后勤目标作为未来数月优先任务之一。

另据乌克兰国家通讯社报道，泽连斯基当晚在一段视频讲话中称，若俄方不愿走外交途径，就通过军事行动迫使其转向外交谈判。俄方的石油工业、军事后勤和国防生产设施都将是乌军的打击目标。",
Hh,【讲习所·中国与世界】习近平：加强基础研究 打牢科技强国建设根基,"【本期导读】

4月30日，中共中央总书记、国家主席习近平在上海出席加强基础研究座谈会并发表重要讲话。习近平强调，基础研究是整个科学体系的源头，是所有技术问题的总机关。要以更大力度、更实举措加强基础研究，提升我国原始创新能力，进一步打牢科技强国建设根基。

“地基打得牢，科技事业大厦才能建得高。”近年来，中国基础研究实现历史性跨越。从首次观测到量子反常霍尔效应，到钍基熔盐实验堆实现燃料转换；从稳态强磁场刷新世界纪录，到“人造太阳”实现亿度千秒高温……不断突破的“硬核”成果，为科技强国之路提供了坚实的底气。

国际社会认为，中国长期重视科学发展，强调基础研究作为中国创新支柱的重要性。如今，中国已跻身全球学术前沿，不仅彰显了强大的科研实力，也展现出引领世界创新与技术发展的战略远见。

监制：范建平、戴爽、金近

策划：张倩楠

文案：任丽君

视觉：曹懿心

编辑：常凯特、宫梦薇、胡晓薇

校对：吕冬、位树理",
Hh,弘扬联大精神 助力企业发展,"5月1日，“弘扬联大精神，助力企业发展”主题座谈会在蒙自道原装饰公司顺利举办。企业嘉宾与蒙自南湖诗社研究会同仁齐聚一堂，以文化为纽带，溯源精神内核，共话企业发展与文化传承合作共进之路。座谈会由会员代表袁睿蕊主持。

在交流分享环节，蒙自道原装饰公司总经理惠世顶作为企业代表，讲述了个人创业与企业成长历程。他从一名普通的修路工人起步，心怀热爱与坚守，潜心钻研设计专业，一步一个脚印踏实打拼，历经行业风雨与创业坎坷，逐步转型升级、做大做强，最终打造出具有本土口碑的装饰企业。其吃苦耐劳、不忘初心、坚守匠心的励志经历，深深打动了在场每一位参会人员，也为青年学子和企业从业者树立了榜样。

随后，蒙自南湖诗社研究会会长布小继作主题分享，深情追忆西南联大文法学院在蒙自办学的峥嵘岁月。他细数联大三位常委——梅贻琦、蒋梦麟、张伯苓同心同德、携手办学的担当，讲述湘黔滇旅行团徒步三千五百里、不畏艰险研学问道的坚毅，回望闻一多先生潜心治学、坚守气节的崇高风骨，深入浅出地解读了联大精神中爱国、坚守、实干、担当的时代内涵，让与会者深切感受到红色文化与人文精神的厚重力量。

在自由研讨交流环节，与会人员踊跃发言、各抒己",
Hh,第一观察｜开局之年，总书记对加强基础研究作出战略部署,"4月30日，习近平总书记在上海出席加强基础研究座谈会，强调要以更大力度、更实举措加强基础研究，提升我国原始创新能力，进一步打牢科技强国建设根基。

技术创新、产业创新是“从1到100”，基础研究处于科研链条起始端，则是“从0到1”的创新。正如习近平总书记所说：“基础研究是整个科学体系的源头，是所有技术问题的总机关。”

党的十八大以来，以习近平同志为核心的党中央高度重视基础研究，通过优化科研布局、加大投入保障、创新体制机制等，推动我国基础研究水平显著提升。

2023年2月，中共中央政治局曾就加强基础研究进行集体学习。习近平总书记专门强调：“加强基础研究，是实现高水平科技自立自强的迫切要求，是建设世界科技强国的必由之路。”

“十五五”时期是建设科技强国的关键时期。此次座谈会，习近平总书记对加强基础研究作出战略部署，源于对时与势的深刻洞察：

横向看，新一轮科技革命和产业变革深入发展，基础研究转化周期明显缩短，国际科技竞争日益向基础前沿前移。应对国际科技竞争、实现高水平科技自立自强，推动构建新发展格局、实现高质量发展，迫切需要我们加强基础研究。

纵向看，当前距离实现建成科技强国战略目",
Hh,追光的你｜ 我们的根扎在劳动人民之中,"编者按：党的十八大以来，习近平总书记发表的一系列重要讲话和重要文章，风格鲜明、思想深邃、内涵深刻，用历史映照现实、远观未来，闪耀着马克思主义的真理光芒。这些重要讲话和文章中充满魅力的语言，是习近平总书记执政理念的真实写照，也是他人格魅力的生动体现。央视网《天天学习》栏目推出“习语品读”系列，以“新闻漫画+文字品读”的形式，带您从不同维度感悟习近平总书记的语言魅力。

“我们的根扎在劳动人民之中。在我们社会主义国家，一切劳动，无论是体力劳动还是脑力劳动，都值得尊重和鼓励；一切创造，无论是个人创造还是集体创造，也都值得尊重和鼓励。”



2015年，在庆祝“五一”国际劳动节暨表彰全国劳动模范和先进工作者大会上，习近平总书记深情致敬广大劳动者。这番话，阐明了我们党的根本立场，也彰显了“尊重劳动、尊重创造”这一根本遵循。

中华民族是勤于劳动、善于创造的民族。

回望我党百年征程，从井冈山的挑粮小道，到延安的大生产运动；从淮海战役的支前小车，到大庆油田的创业会战……历史反复证明：只有扎根劳动人民，才能激发出最磅礴的创造伟力，战胜前进道路上的一切艰难险阻。

从劳动人民中走出来的习近平，一直以",
Hh,一习话·追光的你丨“向每一位辛勤付出的奋斗者致敬”,"“人生在勤，勤则不匮。”

党的十八大以来，习近平总书记赴地方考察调研，都要到基层一线看望各界干部群众，关心大家的工作、学习和生活情况，围绕劳模精神、劳动精神、工匠精神作出一系列深刻阐释，勉励各行各业劳动者，“只要踏实劳动、勤勉劳动，在平凡岗位上也能干出不平凡的业绩”。

人民创造历史，奋斗开创未来。在中国式现代化新征程上，每一个人都是主角。“五一”国际劳动节来临之际，让我们一起感悟总书记对劳动者的深厚情怀，汲取奋进力量，在推动高质量发展中苦干实干、敬业奉献，奋力书写属于新时代劳动者的荣光！

监制：张军于锋

统筹：伍刚王薇

策划制作：赵净郭佳丽王子文（实习）",
新华网,跟帖评论自律管理承诺书-新闻中心-南海网,"跟帖评论自律管理承诺书

为深入贯彻十八届四中全会依法治国的精神，落实国家互联网信息办公室“依法管网、依法办网、依法上网”的要求，本网站为完善跟帖评论自律管理，现公开作出如下承诺：

一、本网站所称跟帖评论服务，是指通过运营网络互动传播技术平台，供用户对本网站传播的各类信息发表评论意见(包括但不限于语音、文字、图片、音频、视频等信息)的服务。

二、本网站致力使跟帖评论成为文明、理性、友善、高质量的意见交流。在推动跟帖评论业务发展的同时，不断加强相应的信息安全管理能力，完善跟帖评论自律，切实履行社会责任，遵守国家法律法规，尊重公民合法权益，尊重社会公序良俗。

三、本网站坚持用户以真实身份信息注册账号、使用跟帖评论服务。

四、本网站承诺、并诚请所有用户，使用跟帖评论服务将自觉遵守不得逾越法律法规、社会主义制度、国家利益、公民合法权益、社会公共秩序、道德风尚和信息真实性等“七条底线”。

五、本网站承诺、并诚请所有用户不发表下列信息：

(一)反对宪法确定的基本原则的；

(二)危害国家安全，泄露国家秘密，颠覆国家政权，破坏国家统一的；

(三)损害国家荣誉和利益的；

(四)煽动民族",
Hj,干部干部，“干”是当头的,"干部干部，“干”是当头的

https://wan-xyrmt.xfnews.cn/

20121431

2

不久前，在湖北省委深化拓展“干部素质提升年”工作推进会上，湖北省委书记、省人大常委会主任王忠林强调，要让广大干部在实践中经风雨、见世面、长才干。

干部是发展的领头人。干部素质高低、能力强弱、作风虚实，直接决定着各项工作能不能落地、发展能不能提速、群众能不能满意。

朝霞中的武汉杨泗港长江大桥（朱熙勇｜摄）

01

既要想干愿干，又要能干会干

习近平总书记说，干部干部，干是当头的，既要想干愿干积极干，又要能干会干善于干。

我们有些干部，长期待在办公室“舒适区”，看材料、盯报表很熟练，可一到产业一线、一面对市场主体，就犯了难——懂宏观不懂微观、懂行政不懂产业、懂管理不懂企业，面对AI大模型、集成电路这些新东西，要么束手无策，要么说不到点子上，自己迷茫，更带不动队伍。

光谷人形机器人方阵（图｜中国光谷）

省财政厅干部王鹏程，在机关干了近十年，预算管理、收支分析样样拿手。挂职武汉东湖高新区之初，面对一堆陌生的产业名词，王鹏程也一度犯了难。

深化拓展“干部素质提升年”，",
Hj,总书记的人民情怀｜“稳步增进广大职工和劳动群众福祉”,"总书记的人民情怀｜“稳步增进广大职工和劳动群众福祉”

https://wan-xyrmt.xfnews.cn/

20121731

2

原标题：“稳步增进广大职工和劳动群众福祉”（总书记的人民情怀）

在今年“五一”国际劳动节到来之际，习近平总书记向全国广大劳动群众致以节日祝贺和诚挚慰问，强调：“各级党委和政府要切实维护广大劳动群众合法权益，着力解决急难愁盼问题，动员激励广大劳动群众为实现宏伟蓝图而不懈奋斗。”

光荣属于劳动者，幸福属于劳动者。

习近平总书记深刻指出：“要着眼推进共同富裕，稳步增进广大职工和劳动群众福祉。”

党的十八大以来，习近平总书记一次次来到基层一线劳动者中间，问冷暖、听期盼，始终牵挂劳动群众的切身福祉。

牵挂里，是对劳动者劳有所得的守护。

“工作累不累？”“收入怎么样？”“春节回不回老家？”今年2月10日，习近平总书记在北京市西城区新街口街道父母食堂考察时，关切询问在这里休息的快递员的工作和生活，为他们付出的辛劳和作出的贡献点赞。

时光回溯，2013年2月8日，同样是春节前夕，习近平总书记来到北京地铁8号线南锣鼓巷站施工工地，走进钢筋工范勇在工地",
Hj,嘿！干杯！今天，敬你！,"嘿！干杯！今天，敬你！

人阅读

https://wan-xyrmt.xfnews.cn/

20121397

2

今天是“五一”国际劳动节

“光荣属于劳动者，幸福属于劳动者”

致敬劳动者的方式有千万种

今天，让我们换一个独特的视角

看见平凡劳动者背后的默默付出

一只小小的水杯

藏着一座城市最质朴的凡人生活

它静静守候在主人的身旁，从不言语

却默默记下了每一份辛劳

句句不言辛苦

却处处皆是辛劳

接下来

就让我们一起听听👂

小水杯的心里话

世间坚守的故事，从来数不胜数

一只水杯

藏着万千劳动者默默前行的日常

杯子无言

却盛下了所有奔波与辛劳

“五一”国际劳动节

我们举杯致平凡

致敬每一位劳动者

愿千千万万的劳动者

在今后的日子中

都能好好喝水、好好照顾自己

制图：李亚男

记者：彭梦迪 孟子君

编辑：苏焰灵

审核：罗安 终审：刘明",
